,Age,Gender,Ethnicity,Marital_Status,Education_Completed,Religion,Full_Time_Employment,Part_Time_Employment,Self_Employed_Part_Time,Self_Employed_Full_Time,Student,Homemaker,Disabled,Retired,Occupation,Income,US_Born,Primary_Language,English_Speaking,English_Difficulties,Familiarity_with_America,Familiarity_with_Ethnic_Origin,Discrimination,Health,Mental_Health,Hypertension,Health_Insurance,Medical_Transport,Sat_with_Housing,Housing,Com_Shares_Values,Close_knit_Com,Religious_Importance,Togetherness,Successful_Family,See_Friends,See_Family,Helpful_Family,Helpful_Friends,Disappointment,Sat_with_Life,Quality_of_Life,Social_Networks,Native_Language,Duration,Employment_Status,State,Education,clean_Income,Race
1798,75,Male,Vietnamese,Married,High school degree / GED,Buddhist,0,0,0,0,0,0,0,Retired,NA,"$0 - $9,999",No,1,Not well,Much,Low,Very high,0,Very Good,Very Good,0,0,Yes,Not very much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Very important,Somewhat agree,Somewhat agree,NA,NA,NA,NA,0,NA,NA,No,Viet,4,Retired,TX,HS Graduate,"less than $20,000",ASIAN AMERICAN
1799,20,Male,Vietnamese,Single,No schooling completed,Catholic,0,Employed part time,0,0,Student,0,0,0,Service worker,"$40,000 - $49,999",No,1,Not well,Very much,Low,Very high,1,Good,Good,0,Yes,Yes,Not very much,Two-family house/ duplex,Disagree,Disagree,Somewhat important,Somewhat disagree,Somewhat disagree,3,3,1,1,0,Neither agree or disagree,3,No,Viet,2,Student,TX,Less than HS,"less than $50,000",ASIAN AMERICAN
1800,19,Female,Vietnamese,Single,"Some college, but no degree",Catholic,0,Employed part time,0,0,Student,0,0,0,"Clerical, office, sales","$0 - $9,999",Yes,0,Very well,Not at all,Very high,Low,0,Very Good,Excellent,0,0,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Disagree,Disagree,Somewhat important,Strongly agree,Strongly agree,5,4,4,4,0,Agree,10,Yes,English,19,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1801,34,Male,Vietnamese,Married,College degree or Bachelor's degree,Protestant,0,Employed part time,NA,0,Student,0,0,0,Other,"$70,000 and over",No,0,Not well,Much,Low,Very high,1,Very Good,Very Good,0,0,0,Pretty much,5,Disagree,Disagree,Very important,Somewhat agree,Somewhat agree,4,4,3,3,0,Slightly agree,7,Yes,Viet,2,Student,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1802,20,Female,Vietnamese,Single,High school degree / GED,Catholic,0,Employed part time,0,0,0,0,0,0,Service worker,"$0 - $9,999",No,1,Not well,Much,Low,High,0,Very Good,Very Good,0,Yes,0,Not very much,One-family house,Neutral,Disagree,Very important,Somewhat agree,Somewhat agree,2,0,1,0,0,Slightly disagree,6,No,Viet,2,Working part-time,TX,HS Graduate,"less than $20,000",ASIAN AMERICAN
1803,21,Female,Vietnamese,Single,College degree or Bachelor's degree,Buddhist,0,0,0,0,Student,0,0,0,NA,"$70,000 and over",No,0,Very well,Much,High,Very high,1,Very Good,Good,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Disagree,Very important,Somewhat agree,Somewhat agree,2,2,2,2,Yes,Neither agree or disagree,7,No,Viet,4,Student,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1804,36,Male,Vietnamese,Married,"Some college, but no degree",Buddhist,Employed full time,0,0,0,0,0,0,0,"Clerical, office, sales","$70,000 and over",Yes,0,Very well,Not at all,Very high,Very high,0,Very Good,Excellent,Yes,Yes,0,Very much,One-family house,Neutral,Neutral,Not at all important,Strongly disagree,Somewhat disagree,2,3,0,2,0,Strongly agree,10,Yes,English,34,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1805,20,Female,Vietnamese,Single,"Some college, but no degree",Catholic,0,0,0,0,Student,0,0,0,Service worker,"$0 - $9,999",Yes,0,Very well,Not at all,High,High,1,Very Good,Fair,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Neutral,Not at all important,Strongly agree,Somewhat agree,5,4,3,2,Yes,Agree,8,No,Viet,20,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1806,19,Female,Vietnamese,Single,"Some college, but no degree",None,0,0,0,0,0,0,0,0,NA,"$60,000 - $69,999",No,0,Very well,Not at all,Very high,Low,0,Excellent,Excellent,0,Yes,0,Very much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not at all important,Strongly agree,Strongly agree,5,5,5,5,0,Strongly agree,10,No,Viet,8,Unemployed,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
1807,19,Female,Vietnamese,Single,"Some college, but no degree",Buddhist,0,0,0,0,Student,0,0,0,Other,"$0 - $9,999",Yes,0,Very well,Not at all,Very high,Very high,0,Excellent,Excellent,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not very important,Somewhat agree,Somewhat agree,5,3,3,5,0,Agree,NA,No,English,19,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1808,74,Female,Vietnamese,Single,Graduate or Professional degree ,Buddhist,0,0,0,0,0,Full time homemaker,0,0,NA,"$30,000 - $39,999",No,1,Not at all,Not much,High,Very high,0,Excellent,Excellent,0,Yes,Yes,Pretty much,One-family house,Agree,Neutral,Not very important,Strongly agree,Somewhat agree,2,2,2,2,Yes,Neither agree or disagree,6,No,Viet,2,Homemaker,TX,Less than HS,"less than $50,000",ASIAN AMERICAN
1809,19,Male,Vietnamese,Single,"Some college, but no degree",Buddhist,0,0,0,0,Student,0,0,0,Other,"$0 - $9,999",Yes,0,Very well,Not at all,Very high,Very high,NA,Excellent,Excellent,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not very important,Strongly agree,Strongly agree,5,3,3,5,0,Agree,10,No,English,19,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1810,22,Male,Vietnamese,Single,College degree or Bachelor's degree,None,0,0,0,0,Student,0,0,0,NA,"$30,000 - $39,999",No,0,Very well,Very much,High,Very high,0,Very Good,Good,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Somewhat important,NA,Somewhat disagree,4,2,3,3,0,Agree,9,Yes,Viet,4,Student,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
1811,22,Male,Vietnamese,Single,"Some college, but no degree",Buddhist,0,0,0,0,Student,0,0,0,Professional,NA,No,1,Well,Much,High,Very high,0,Fair,Fair,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Disagree,Neutral,Somewhat important,Somewhat agree,Somewhat agree,4,3,2,3,0,Slightly disagree,6,No,English,3,Student,TX,College or Higher,NA,ASIAN AMERICAN
1812,59,Male,Vietnamese,Single,High school degree / GED,Catholic,0,0,0,0,0,0,0,0,NA,"$0 - $9,999",No,1,Not well,Not much,Low,High,1,Good,Good,Yes,0,0,Pretty much,One-family house,Neutral,Neutral,Somewhat important,Somewhat agree,Somewhat agree,5,4,3,3,0,Slightly disagree,5,Yes,Viet,2,Unemployed,TX,HS Graduate,"less than $20,000",ASIAN AMERICAN
1813,20,Male,Vietnamese,Single,"Some college, but no degree",Catholic,0,Employed part time,0,0,Student,0,0,0,Business owner,"$70,000 and over",Yes,0,Very well,Not at all,High,High,0,Very Good,Very Good,0,Yes,0,Very much,Apartment/ Townhouse/ Condominium,Agree,Neutral,Somewhat important,Somewhat agree,Somewhat agree,5,1,1,5,0,Strongly agree,9,No,English,20,Student,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1814,19,Female,Vietnamese,Single,"Some college, but no degree",Catholic,0,0,0,0,Student,0,0,0,NA,"$0 - $9,999",Yes,0,Very well,Very much,Very high,Low,0,Very Good,Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Disagree,Neutral,Somewhat important,Somewhat agree,Somewhat agree,5,5,2,5,0,Neither agree or disagree,9,No,English,19,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1815,47,Female,Vietnamese,Married,College degree or Bachelor's degree,Buddhist,0,0,0,0,0,Full time homemaker,0,0,NA,"$70,000 and over",No,0,Not well,Not much,High,High,0,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Neutral,Somewhat important,Strongly agree,Strongly disagree,2,4,5,3,0,Slightly agree,8,Yes,Viet,24,Homemaker,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1816,56,Male,Vietnamese,Married,High school degree / GED,Buddhist,Employed full time,0,0,0,0,0,0,0,Service worker,"$40,000 - $49,999",No,1,Not well,Much,High,Very high,0,Good,Very Good,0,Yes,0,Pretty much,One-family house,Disagree,Neutral,Somewhat important,Strongly agree,Somewhat agree,2,2,3,2,Yes,Agree,5,No,Viet,2,Working full-time,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
1817,44,Female,Vietnamese,Married,High school degree / GED,None,Employed full time,0,0,0,0,0,0,0,Service worker,"$10,000 - $19,999",No,1,Not well,Not much,High,High,0,Good,Good,0,Yes,0,Very much,Apartment/ Townhouse/ Condominium,Agree,Neutral,Somewhat important,Strongly agree,Somewhat disagree,1,0,3,2,Yes,Agree,7,No,Viet,20,Working full-time,TX,HS Graduate,"less than $20,000",ASIAN AMERICAN
1818,23,Female,Vietnamese,Single,College degree or Bachelor's degree,None,0,0,0,0,Student,0,0,0,NA,"$0 - $9,999",No,0,Not well,Much,Low,High,0,Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Neutral,Somewhat important,Strongly agree,Strongly agree,2,4,1,1,0,Neither agree or disagree,7,No,Viet,2,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1819,65,Female,Vietnamese,Single,Graduate or Professional degree ,Buddhist,0,0,0,0,0,0,0,Retired,NA,NA,No,1,Not well,Not much,Low,NA,0,Fair,Fair,Yes,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Neutral,Very important,Somewhat agree,Somewhat agree,2,3,2,1,0,Slightly agree,5,No,Viet,26,Retired,TX,Less than HS,NA,ASIAN AMERICAN
1820,25,Male,Vietnamese,Single,"Some college, but no degree",Catholic,0,Employed part time,0,0,0,0,0,0,"Clerical, office, sales","$30,000 - $39,999",No,1,Not well,Very much,Low,High,NA,Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Neutral,Very important,Strongly agree,Somewhat agree,1,2,4,3,0,Neither agree or disagree,5,No,English,2,Working part-time,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
1821,44,Male,Vietnamese,Married,College degree or Bachelor's degree,Protestant,Employed full time,0,0,0,0,0,0,0,Professional,"$10,000 - $19,999",No,1,Not well,Much,Low,Very high,0,Good,Good,0,Yes,0,Pretty much,One-family house,Neutral,Neutral,Very important,Strongly agree,Somewhat agree,3,3,2,2,Yes,Neither agree or disagree,6,No,Viet,2,Working full-time,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1822,45,Female,Vietnamese,Married,Graduate or Professional degree ,Catholic,Employed full time,0,0,0,0,0,0,0,Service worker,"$30,000 - $39,999",No,1,Not at all,Very much,Low,Very high,0,Good,Good,Yes,Yes,0,Pretty much,One-family house,Neutral,Neutral,Very important,Strongly agree,Strongly agree,3,3,5,5,0,Agree,7,No,Viet,2,Working full-time,TX,Less than HS,"less than $50,000",ASIAN AMERICAN
1823,52,Male,Vietnamese,Married,High school degree / GED,Catholic,Employed full time,0,0,0,0,0,0,0,Skilled trades,"$30,000 - $39,999",No,1,Not at all,Very much,Low,Very high,0,Good,Good,Yes,Yes,0,Pretty much,One-family house,Neutral,Neutral,Very important,Strongly agree,Strongly agree,3,3,5,5,0,Agree,6,No,Viet,2,Working full-time,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
1824,37,Female,Vietnamese,Married,College degree or Bachelor's degree,Protestant,0,Employed part time,0,0,0,0,0,0,Professional,"$50,000 - $59,999",No,0,Well,Not much,Low,Very high,0,Excellent,Excellent,0,Yes,0,Very much,One-family house,Neutral,Neutral,Very important,Strongly agree,Strongly agree,2,0,1,2,0,Agree,7,No,Viet,2,Working part-time,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
1825,32,Female,Vietnamese,Single,College degree or Bachelor's degree,Catholic,0,0,0,NA,0,0,0,0,Business owner,"$70,000 and over",Yes,0,Very well,Very much,Very high,High,0,Excellent,Excellent,0,Yes,0,Very much,One-family house,Neutral,Neutral,Very important,Strongly agree,Strongly agree,4,4,4,4,0,Agree,10,No,English,32,Unemployed,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1826,56,Female,Vietnamese,Married,"Some college, but no degree",None,Employed full time,0,0,0,0,0,0,0,Skilled trades,"$20,000 - $29,999",No,0,Not well,Not much,Low,Low,NA,Very Good,Very Good,0,Yes,0,Not very much,Apartment/ Townhouse/ Condominium,Agree,Agree,Not at all important,Somewhat agree,Somewhat agree,0,3,1,0,0,Neither agree or disagree,5,No,Viet,2,Working full-time,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
1827,41,NA,Vietnamese,NA,High school degree / GED,None,Employed full time,0,0,0,0,0,0,0,Service worker,"$10,000 - $19,999",No,0,Not well,Not much,High,High,NA,Very Good,Very Good,0,Yes,0,Not very much,Apartment/ Townhouse/ Condominium,Agree,Agree,Not at all important,Somewhat agree,Somewhat agree,2,2,2,0,0,Disagree,5,No,Viet,2,Working full-time,TX,HS Graduate,"less than $20,000",ASIAN AMERICAN
1828,35,Female,Vietnamese,Married,No schooling completed,Buddhist,Employed full time,0,0,0,0,0,0,0,Service worker,"$20,000 - $29,999",No,1,Not well,Much,High,High,1,Very Good,Very Good,0,Yes,0,Not very much,Apartment/ Townhouse/ Condominium,Agree,Agree,Not at all important,Somewhat agree,Somewhat agree,0,2,2,0,0,Neither agree or disagree,5,No,Viet,2,Working full-time,TX,Less than HS,"less than $50,000",ASIAN AMERICAN
1829,76,Female,Vietnamese,Married,"Some college, but no degree",None,0,0,0,0,0,0,0,Retired,NA,"$0 - $9,999",No,0,NA,Much,High,High,1,Fair,Very Good,0,Yes,Yes,Not very much,Apartment/ Townhouse/ Condominium,Agree,Agree,Not at all important,Somewhat agree,Somewhat agree,0,1,1,0,0,Disagree,5,No,Viet,10,Retired,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1830,64,Male,Vietnamese,Married,"Some college, but no degree",None,Employed full time,0,0,0,0,0,0,0,Service worker,"$20,000 - $29,999",No,0,Not well,Much,Low,Low,1,Very Good,Very Good,0,Yes,0,Not very much,Apartment/ Townhouse/ Condominium,Agree,Agree,Not at all important,Somewhat agree,Somewhat agree,0,2,1,1,0,Disagree,5,No,Viet,2,Working full-time,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
1831,78,Male,Vietnamese,Married,"Some college, but no degree",None,0,0,0,0,0,0,0,Retired,NA,"$0 - $9,999",No,0,Well,Much,High,High,1,Good,Good,Yes,Yes,Yes,Not very much,Apartment/ Townhouse/ Condominium,Agree,Agree,Not at all important,Somewhat agree,Somewhat agree,0,3,1,0,0,Disagree,5,No,Viet,10,Retired,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1832,18,Female,Vietnamese,Single,No schooling completed,Buddhist,0,Employed part time,0,0,0,0,0,0,Other,"$60,000 - $69,999",No,1,Not well,Not much,Low,Low,1,Very Good,Very Good,0,Yes,0,Not very much,One-family house,Disagree,Agree,Not very important,Somewhat agree,Somewhat disagree,3,2,2,3,0,Disagree,8,No,Viet,2,Working part-time,TX,Less than HS,"less than $70,000",ASIAN AMERICAN
1833,40,Female,Vietnamese,Married,High school degree / GED,Buddhist,0,Employed part time,0,0,0,0,0,0,"Clerical, office, sales","$10,000 - $19,999",No,0,Not well,Not at all,Very high,Very high,0,Very Good,Excellent,0,Yes,0,Not very much,One-family house,Agree,Agree,Not very important,Somewhat agree,Somewhat agree,2,1,2,0,0,Strongly agree,9,No,Viet,2,Working part-time,TX,HS Graduate,"less than $20,000",ASIAN AMERICAN
1834,67,Male,Vietnamese,Single,High school degree / GED,Catholic,0,0,0,0,0,0,0,Retired,NA,"$10,000 - $19,999",No,0,Not well,Much,High,Very high,0,Good,Fair,NA,Yes,0,Not very much,One-family house,NA,NA,NA,NA,NA,3,1,2,2,Yes,Slightly disagree,9,No,Viet,20,Retired,TX,HS Graduate,"less than $20,000",ASIAN AMERICAN
1835,19,Female,Vietnamese,Single,High school degree / GED,Catholic,0,Employed part time,0,0,0,0,0,0,Semi-skilled,"$30,000 - $39,999",No,1,Not well,Very much,High,High,0,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Agree,Somewhat important,Somewhat agree,Somewhat disagree,0,0,3,2,0,Slightly disagree,5,Yes,Viet,2,Working part-time,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
1836,61,Male,Vietnamese,Single,"Some college, but no degree",Buddhist,0,0,0,0,0,0,NA,0,NA,NA,No,0,Not well,Not much,High,Low,0,Fair,Poor,Yes,Yes,Yes,Pretty much,5,Agree,Agree,Somewhat important,Somewhat agree,Somewhat agree,0,1,0,0,Yes,Strongly disagree,2,No,Viet,27,Unemployed,TX,College or Higher,NA,ASIAN AMERICAN
1837,20,Female,Vietnamese,Single,"Some college, but no degree",Buddhist,0,Employed part time,0,0,0,0,0,0,"Clerical, office, sales","$70,000 and over",Yes,0,Very well,Not at all,Very high,Very high,1,Excellent,Excellent,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Somewhat important,Somewhat agree,Somewhat agree,5,4,4,4,Yes,Agree,9,No,English,20,Working part-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1838,21,Male,Vietnamese,Single,"Some college, but no degree",Catholic,0,Employed part time,NA,0,Student,0,0,0,Other,"$0 - $9,999",Yes,0,Very well,Not at all,Very high,High,0,Excellent,Excellent,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Somewhat important,Strongly agree,Somewhat agree,5,2,1,3,Yes,Slightly agree,8,No,Viet,21,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1839,41,Female,Vietnamese,Married,Graduate or Professional degree ,Buddhist,Employed full time,0,0,0,0,0,0,0,"Manager, executive, or official","$70,000 and over",No,0,Well,Not at all,High,High,NA,Good,Fair,0,Yes,0,Not very much,Mobile house,Agree,Agree,Somewhat important,Strongly agree,Strongly agree,3,2,4,3,0,Slightly agree,5,No,English,20,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1840,25,Male,Vietnamese,Single,"Some college, but no degree",Catholic,0,Employed part time,0,0,0,0,0,0,"Clerical, office, sales","$30,000 - $39,999",No,1,Not well,Much,High,High,0,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Agree,Somewhat important,Strongly agree,Somewhat agree,3,5,3,1,Yes,Slightly disagree,5,No,English,2,Working part-time,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
1841,36,Female,Vietnamese,Married,Graduate or Professional degree ,Catholic,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,0,Very well,Very much,Very high,Very high,0,Excellent,Excellent,0,Yes,0,Very much,One-family house,Agree,Agree,Very important,Somewhat agree,Somewhat agree,4,5,5,3,0,Agree,9,No,Viet,22,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1842,49,Male,Vietnamese,Married,High school degree / GED,Catholic,Employed full time,0,0,0,0,0,0,0,Skilled trades,"$20,000 - $29,999",No,0,Not at all,Not much,Low,High,0,Good,Good,0,Yes,Yes,Pretty much,Mobile house,Agree,Agree,Very important,Strongly agree,Somewhat agree,1,1,2,2,0,NA,7,No,Viet,2,Working full-time,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
1843,25,Male,Vietnamese,Single,"Some college, but no degree",Catholic,0,0,0,0,Student,0,0,0,Professional,"$0 - $9,999",No,0,Very well,Not much,High,Very high,0,Excellent,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Very important,Strongly agree,Somewhat agree,5,4,5,4,0,Agree,8,No,Viet,5,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1844,18,Male,Vietnamese,Single,"Some college, but no degree",Catholic,0,0,0,0,Student,0,0,0,NA,"$0 - $9,999",Yes,0,Very well,Not at all,High,High,0,Excellent,Excellent,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Very important,Strongly agree,Strongly agree,5,5,5,3,0,Agree,9,No,English,18,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1845,19,Female,Vietnamese,Single,"Some college, but no degree",Catholic,0,Employed part time,0,0,Student,0,0,0,"Clerical, office, sales","$0 - $9,999",Yes,0,Very well,Not at all,Very high,High,1,Good,Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Strongly agree,Strongly agree,Very important,Strongly agree,Strongly agree,5,5,5,5,0,Agree,7,No,English,19,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1846,20,Female,Vietnamese,Single,"Some college, but no degree",Catholic,0,Employed part time,0,0,Student,0,0,0,Other,"$0 - $9,999",Yes,0,Very well,Not at all,High,High,1,Good,Good,0,Yes,0,Very much,Apartment/ Townhouse/ Condominium,Agree,Agree,Not at all important,Strongly agree,Somewhat agree,5,5,3,3,Yes,Slightly agree,7,No,English,20,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1847,29,Female,Vietnamese,Married,College degree or Bachelor's degree,Catholic,0,0,0,NA,0,0,0,0,Business owner,"$70,000 and over",No,0,Well,Not much,High,High,NA,Excellent,Very Good,0,Yes,0,Not very much,One-family house,Agree,Strongly disagree,Very important,Somewhat agree,Somewhat agree,3,0,4,2,0,Slightly agree,7,No,Viet,10,Unemployed,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1848,18,Male,Vietnamese,Single,High school degree / GED,Catholic,0,0,0,0,Student,0,0,0,Semi-skilled,"$30,000 - $39,999",No,0,Well,Not at all,High,High,1,Very Good,Very Good,0,Yes,Yes,Not very much,Apartment/ Townhouse/ Condominium,Disagree,Disagree,Not very important,Somewhat disagree,Somewhat agree,2,2,3,3,0,Neither agree or disagree,7,No,Viet,6,Student,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
1849,21,Male,Vietnamese,Single,High school degree / GED,Catholic,0,Employed part time,0,0,Student,0,0,0,Service worker,"$40,000 - $49,999",No,1,Well,Not at all,Very high,Very high,1,Good,Good,0,Yes,Yes,Not very much,Apartment/ Townhouse/ Condominium,Neutral,Disagree,Very important,Somewhat agree,Somewhat agree,1,4,1,0,0,Agree,8,No,Viet,5,Student,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
1850,25,Female,Vietnamese,Married,"Some college, but no degree",Catholic,0,0,0,0,Student,0,0,0,Other,"$10,000 - $19,999",No,0,Well,Much,High,Low,1,Very Good,Good,0,Yes,0,Pretty much,Mobile house,Disagree,Disagree,Very important,Somewhat agree,Somewhat agree,3,4,4,3,0,Slightly agree,6,Yes,Viet,3,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1851,51,Male,Vietnamese,Married,College degree or Bachelor's degree,Catholic,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,1,Very well,Not at all,Very high,Very high,1,Good,Good,0,Yes,0,Pretty much,One-family house,Neutral,Neutral,NA,Strongly agree,Somewhat disagree,2,1,3,0,Yes,Slightly agree,7,Yes,Viet,22,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
1852,23,Female,Vietnamese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,Other,"$0 - $9,999",No,0,Very well,Not at all,High,Very high,0,Excellent,Excellent,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not at all important,Somewhat agree,Somewhat disagree,3,3,3,3,0,Neither agree or disagree,7,No,Viet,6,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1853,22,Female,Vietnamese,Single,"Some college, but no degree",Buddhist,0,Employed part time,0,0,Student,0,0,0,"Clerical, office, sales","$0 - $9,999",No,1,Not well,Much,Low,High,0,Good,Good,NA,Yes,NA,Pretty much,One-family house,Neutral,Neutral,Not very important,Somewhat agree,Somewhat disagree,3,3,2,2,NA,Slightly disagree,7,No,English,3,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1854,33,Female,Vietnamese,Married,High school degree / GED,None,Employed full time,0,0,0,0,0,0,0,Professional,"$20,000 - $29,999",No,1,Not well,Not much,High,High,0,Very Good,Very Good,0,Yes,0,Not at all,One-family house,Neutral,Neutral,Not very important,Somewhat agree,Somewhat agree,3,4,3,3,0,Neither agree or disagree,8,No,Viet,3,Working full-time,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
1855,46,Male,Vietnamese,Married,High school degree / GED,Catholic,0,0,0,0,0,0,0,0,Other,"$50,000 - $59,999",No,0,Not at all,NA,Low,Very high,1,Fair,Fair,NA,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Very important,Somewhat agree,Somewhat agree,3,2,2,2,Yes,Disagree,5,No,Viet,5,Unemployed,TX,HS Graduate,"less than $70,000",ASIAN AMERICAN
1856,25,Male,Vietnamese,Living with a partner,High school degree / GED,Catholic,Employed full time,0,0,0,0,0,0,0,Service worker,"$50,000 - $59,999",No,0,Very well,Not at all,Very high,Very high,0,Good,Very Good,0,0,0,Very much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not very important,Strongly agree,Strongly agree,5,3,2,5,0,Strongly agree,9,No,English,24,Working full-time,TX,HS Graduate,"less than $70,000",ASIAN AMERICAN
1857,24,Male,Vietnamese,Single,"Some college, but no degree",None,0,0,0,0,0,0,0,0,Professional,"$0 - $9,999",No,0,Well,Not much,Low,Very high,0,Very Good,Good,0,0,0,Not very much,Two-family house/ duplex,Neutral,Neutral,Not very important,Strongly agree,Strongly agree,3,2,2,2,0,Strongly disagree,7,Yes,Viet,3,Unemployed,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1858,69,Male,Vietnamese,Married,"Some college, but no degree",Buddhist,0,Employed part time,0,0,0,0,0,0,Service worker,"$10,000 - $19,999",No,1,Not at all,Much,Low,High,0,Good,Good,Yes,0,0,Pretty much,One-family house,Neutral,Neutral,Somewhat important,Somewhat agree,Somewhat agree,3,4,2,2,0,Neither agree or disagree,5,No,Viet,3,Working part-time,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
1859,28,Female,Vietnamese,Married,"Some college, but no degree",Buddhist,Employed full time,0,0,0,0,0,0,0,Service worker,"$20,000 - $29,999",No,0,Well,Much,Very high,High,0,Very Good,Very Good,0,0,Yes,Pretty much,One-family house,Neutral,Neutral,Somewhat important,Strongly agree,Somewhat agree,0,1,4,2,0,Neither agree or disagree,6,Yes,Viet,3,Working full-time,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
1860,23,Male,Vietnamese,Single,High school degree / GED,Catholic,Employed full time,0,0,0,0,0,0,0,Service worker,"$40,000 - $49,999",No,1,Well,Not much,High,Very high,1,Excellent,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Very important,Somewhat disagree,Strongly agree,3,4,1,1,0,Agree,7,No,Viet,4,Working full-time,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
1861,48,Female,Vietnamese,Married,High school degree / GED,Catholic,Employed full time,0,0,0,0,0,0,0,Service worker,"$30,000 - $39,999",No,1,Not at all,Much,High,Very high,1,Very Good,Good,0,Yes,Yes,Not very much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Very important,Strongly agree,Somewhat agree,3,4,1,0,Yes,Neither agree or disagree,7,No,Viet,5,Working full-time,TX,HS Graduate,"less than $50,000",ASIAN AMERICAN
