,Ethnicity,State,Education,Gender,Education_Completed,US_Born,Race,US_Born_Father,Birth_Country,Citizenship,Career_Success,Religion_Importance,Help_Other,Race_Id,American_Id,Leader_Qual,Info_Source,Registered_Vote,Not_Registered,Voter_NotElig,Chance_Vote,Candidate,Candidate_Strength,Candidate_Voted,Party_Voting,Repub_Impres,Dem_Impres,Trump_Impres,Clinton_Impres,Politic_Disc,Politic_Donate,Contact_Rep,Protest_Rally,Public_Meet,Value_Similarity,Religion,Topic_Important,Ban_Muslim,Syrian_Refugee,Marital_Status,Partner_Race,Employment_Status,Income.x,Birth_Yr,English_Read,Age,TrumpImpres,clean_Income,Full_Time_Employment,Part_Time_Employment,Self_Employed_Part_Time,Self_Employed_Full_Time,Student,Homemaker,Disabled,Retired,Occupation,Income.y,Primary_Language,English_Speaking,English_Difficulties,Familiarity_with_America,Familiarity_with_Ethnic_Origin,Discrimination,Health,Mental_Health,Hypertension,Health_Insurance,Medical_Transport,Sat_with_Housing,Housing,Com_Shares_Values,Close_knit_Com,Religious_Importance,Togetherness,Successful_Family,See_Friends,See_Family,Helpful_Family,Helpful_Friends,Disappointment,Sat_with_Life,Quality_of_Life,Social_Networks,Native_Language,Duration
4021,Korean,TX,HS Graduate,Female,High school degree / GED,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Unemployed,NA,NA,NA,38,NA,"less than $70,000",0,0,NA,0,0,0,0,0,Other,"$50,000 - $59,999",1,Not well,Much,Very low,Very high,0,Fair,Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Neutral,Very important,Somewhat agree,Somewhat agree,2,1,3,3,0,Slightly agree,7,No,Korean,8
4022,Korean,TX,College or Higher,Female,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Homemaker,NA,NA,NA,41,NA,"less than $50,000",0,0,0,0,0,Full time homemaker,0,0,NA,"$40,000 - $49,999",1,Not well,Not much,High,Very high,1,Very Good,Excellent,0,Yes,0,Not very much,Apartment/ Townhouse/ Condominium,Disagree,Neutral,Very important,Strongly agree,Strongly agree,3,3,3,3,0,Neither agree or disagree,5,No,Korean,8
4023,Korean,TX,College or Higher,Male,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Retired,NA,NA,NA,76,NA,"less than $50,000",0,0,0,0,0,0,0,Retired,Other,"$40,000 - $49,999",1,Not well,Much,High,High,1,Good,Good,Yes,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Neutral,Very important,Strongly agree,Strongly agree,1,3,1,1,Yes,Neither agree or disagree,4,No,Korean,8
4024,Korean,TX,College or Higher,Male,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Living with a partner,NA,Retired,NA,NA,NA,76,NA,"less than $20,000",0,0,0,0,0,0,0,Retired,Other,"$0 - $9,999",1,Not well,Much,Low,High,1,Fair,Fair,Yes,Yes,0,Not very much,One-family house,Disagree,Neutral,Very important,Strongly agree,Somewhat agree,0,4,1,0,Yes,Slightly agree,3,No,Korean,8
4025,Korean,TX,HS Graduate,Female,High school degree / GED,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Working full-time,NA,NA,NA,41,NA,"less than $50,000",Employed full time,0,0,0,0,0,0,0,Other,"$30,000 - $39,999",1,Not well,Not much,High,High,0,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Very important,Strongly agree,Strongly agree,5,3,3,3,0,Strongly agree,10,No,Korean,8
4026,Korean,TX,College or Higher,Female,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Working full-time,NA,NA,NA,31,NA,"$70,000 and over",Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",1,Very well,Not at all,High,High,1,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Very important,Strongly agree,Strongly agree,2,3,3,1,0,Slightly agree,7,No,Korean,15
4027,Korean,TX,College or Higher,Female,College degree or Bachelor's degree,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,Married,NA,Working part-time,NA,NA,NA,45,NA,"less than $50,000",0,Employed part time,0,0,0,0,0,0,Service worker,"$40,000 - $49,999",1,Not well,Not much,High,High,0,Fair,Good,0,Yes,0,Pretty much,One-family house,Agree,Agree,Somewhat important,Somewhat agree,Somewhat agree,2,2,2,1,0,Slightly agree,7,No,Korean,8
4028,Korean,TX,College or Higher,Male,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Working full-time,NA,NA,NA,37,NA,"$70,000 and over",Employed full time,0,0,0,0,0,0,0,"Manager, executive, or official","$70,000 and over",1,Well,Not much,High,High,1,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Agree,Somewhat important,Strongly agree,Somewhat agree,2,3,2,1,0,Agree,7,No,Korean,9
4029,Korean,TX,College or Higher,Female,College degree or Bachelor's degree,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Working part-time,NA,NA,NA,43,NA,"$70,000 and over",0,Employed part time,0,0,0,0,0,0,Other,"$70,000 and over",1,Not well,Not much,High,Very high,0,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Agree,Agree,Very important,Somewhat agree,Somewhat agree,4,2,2,2,0,Slightly agree,5,No,Korean,8
4030,Korean,TX,College or Higher,Female,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Homemaker,NA,NA,NA,41,NA,"$70,000 and over",0,0,0,0,0,Full time homemaker,0,0,NA,"$70,000 and over",1,Not well,Much,High,Very high,0,Good,Very Good,0,Yes,0,Very much,One-family house,Agree,Agree,Very important,Somewhat agree,Somewhat disagree,5,5,5,5,Yes,Agree,9,No,Korean,13
4031,Korean,TX,College or Higher,Female,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Working full-time,NA,NA,NA,53,NA,"$70,000 and over",Employed full time,0,0,0,0,0,0,0,"Manager, executive, or official","$70,000 and over",1,Very well,Not at all,High,High,0,Fair,Fair,0,Yes,0,Pretty much,One-family house,Neutral,Agree,Very important,Strongly agree,Somewhat agree,3,3,3,2,0,Slightly agree,7,No,English,20
4032,Korean,TX,College or Higher,Female,Graduate or Professional degree ,Yes,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Unemployed,NA,NA,NA,44,NA,"less than $70,000",0,0,0,0,0,0,0,0,NA,"$50,000 - $59,999",0,Very well,Not at all,High,Low,1,Excellent,Excellent,0,Yes,0,Very much,One-family house,Neutral,Strongly agree,Very important,Strongly agree,Strongly agree,5,2,2,4,NA,Strongly agree,9,No,English,44
4033,Korean,TX,College or Higher,Male,College degree or Bachelor's degree,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Unemployed,NA,NA,NA,43,NA,"$70,000 and over",0,0,0,NA,0,0,0,0,Business owner,"$70,000 and over",1,Not well,Not much,High,Low,1,Very Good,Very Good,0,Yes,0,Not at all,Apartment/ Townhouse/ Condominium,Neutral,Strongly disagree,Very important,Strongly agree,Somewhat disagree,0,0,0,0,Yes,Slightly agree,7,No,Korean,9
4034,Korean,TX,College or Higher,Male,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Retired,NA,NA,NA,74,NA,"less than $20,000",0,0,0,0,0,0,0,Retired,Professional,"$0 - $9,999",0,Well,Not at all,Very high,High,1,Excellent,Excellent,0,0,0,Very much,Apartment/ Townhouse/ Condominium,Disagree,Strongly disagree,Very important,Strongly agree,Strongly agree,3,4,4,3,0,Strongly agree,10,Yes,Korean,40
4035,Korean,TX,College or Higher,Male,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Living with a partner,NA,Retired,NA,NA,NA,76,NA,"less than $50,000",0,0,0,0,0,0,0,Retired,Other,"$30,000 - $39,999",1,Not well,Not much,High,Very high,1,Fair,Very Good,Yes,Yes,0,Not very much,One-family house,Agree,Disagree,Very important,Strongly agree,Somewhat agree,1,0,0,0,0,Slightly disagree,2,No,Korean,9
4036,Korean,TX,College or Higher,Male,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catholic,NA,NA,NA,Single,NA,Working full-time,NA,NA,NA,32,NA,"less than $50,000",Employed full time,0,0,0,0,0,0,0,Skilled trades,"$20,000 - $29,999",0,Not well,Not much,High,High,0,Very Good,Very Good,0,Yes,0,Not very much,Apartment/ Townhouse/ Condominium,Agree,Neutral,Somewhat important,Somewhat agree,Somewhat agree,3,2,2,3,0,Agree,7,No,Korean,9
4037,Korean,TX,College or Higher,Male,College degree or Bachelor's degree,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Working part-time,NA,NA,NA,71,NA,"less than $70,000",0,Employed part time,NA,0,0,0,0,0,"Manager, executive, or official","$50,000 - $59,999",1,Not well,Not much,High,High,0,Good,Good,Yes,0,0,Pretty much,One-family house,Neutral,Neutral,Very important,Somewhat agree,Somewhat agree,3,3,3,3,Yes,Slightly agree,8,No,Korean,36
4038,Korean,TX,College or Higher,Female,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Homemaker,NA,NA,NA,46,NA,"less than $70,000",0,0,0,0,0,Full time homemaker,0,0,NA,"$60,000 - $69,999",1,Not well,Much,Low,High,0,Fair,Good,0,Yes,0,Very much,One-family house,Neutral,Neutral,Very important,Strongly agree,Somewhat agree,1,4,1,1,0,Slightly agree,6,No,Korean,19
4039,Korean,TX,College or Higher,Male,"Some college, but no degree",No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,Single,NA,Student,NA,NA,NA,21,NA,"$70,000 and over",0,0,NA,0,Student,0,0,0,Service worker,"$70,000 and over",1,Very well,Not at all,High,High,0,Very Good,Very Good,0,0,0,Very much,One-family house,Neutral,Agree,Not at all important,Somewhat agree,Somewhat agree,0,3,3,0,0,Neither agree or disagree,8,No,English,9
4040,Korean,TX,College or Higher,Female,College degree or Bachelor's degree,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,Married,NA,Homemaker,NA,NA,NA,35,NA,"less than $70,000",0,0,0,0,0,Full time homemaker,0,0,NA,"$50,000 - $59,999",1,Not well,Not much,Low,Low,1,Very Good,Good,NA,0,0,Not very much,Apartment/ Townhouse/ Condominium,Disagree,Disagree,Not very important,Strongly agree,Somewhat agree,4,2,2,2,0,Neither agree or disagree,8,No,Korean,10
4041,Korean,TX,College or Higher,Female,"Some college, but no degree",No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Single,NA,Student,NA,NA,NA,22,NA,"less than $20,000",0,Employed part time,0,0,Student,0,0,0,"Clerical, office, sales","$0 - $9,999",0,Very well,Not at all,High,High,1,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Disagree,Somewhat important,Somewhat agree,Somewhat agree,3,4,4,3,0,Slightly agree,5,Yes,Korean,10
4042,Korean,TX,College or Higher,Female,College degree or Bachelor's degree,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Working part-time,NA,NA,NA,58,NA,"less than $20,000",0,Employed part time,0,0,0,0,0,0,Service worker,"$10,000 - $19,999",1,Well,Not much,High,Very high,0,Very Good,Excellent,Yes,Yes,Yes,Very much,One-family house,Agree,Disagree,Very important,Somewhat disagree,Strongly disagree,2,1,2,1,Yes,Slightly agree,8,No,English,30
4043,Korean,TX,HS Graduate,Female,High school degree / GED,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catholic,NA,NA,NA,Married,NA,Working full-time,NA,NA,NA,56,NA,"less than $50,000",Employed full time,0,0,0,0,0,0,0,"Clerical, office, sales","$30,000 - $39,999",1,Well,Not at all,High,High,NA,Excellent,Excellent,0,0,0,Very much,One-family house,Neutral,Disagree,Very important,Somewhat agree,Somewhat agree,1,2,2,3,0,Agree,8,No,Korean,10
4044,Korean,TX,College or Higher,Male,"Some college, but no degree",No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Working full-time,NA,NA,NA,34,NA,"$70,000 and over",Employed full time,0,NA,0,0,0,0,0,Professional,"$70,000 and over",1,Well,Not much,Low,Low,1,Good,Very Good,0,Yes,0,Pretty much,One-family house,Strongly disagree,Disagree,Very important,Strongly agree,Somewhat agree,3,4,4,4,0,Agree,7,No,Korean,10
4045,Korean,TX,College or Higher,Male,College degree or Bachelor's degree,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,Married,NA,Working full-time,NA,NA,NA,37,NA,"less than $70,000",Employed full time,0,0,0,0,0,0,0,"Manager, executive, or official","$50,000 - $59,999",1,Not well,Not much,Low,Low,0,Good,Good,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not at all important,Strongly agree,Strongly agree,1,1,2,1,0,Slightly agree,9,No,Korean,10
4046,Korean,TX,HS Graduate,Female,High school degree / GED,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,Married,NA,Working full-time,NA,NA,NA,51,NA,"less than $50,000",Employed full time,0,0,0,0,0,0,0,Service worker,"$40,000 - $49,999",1,Not well,Very much,Low,Very high,1,Very Good,Very Good,Yes,Yes,0,Pretty much,One-family house,Neutral,Neutral,Not very important,Strongly agree,Somewhat agree,0,4,4,0,0,Neither agree or disagree,5,No,Korean,10
4047,Korean,TX,College or Higher,Female,Graduate or Professional degree ,Yes,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Working full-time,NA,NA,NA,32,NA,"$70,000 and over",Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",0,Very well,Very much,Very high,Low,1,Excellent,Very Good,0,Yes,0,Very much,One-family house,Neutral,Neutral,Somewhat important,Somewhat agree,Somewhat agree,3,4,3,3,0,Agree,8,No,English,32
4048,Korean,TX,College or Higher,Male,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Single,NA,Working full-time,NA,NA,NA,36,NA,"less than $70,000",Employed full time,0,0,0,0,0,0,0,Other,"$60,000 - $69,999",1,Not well,Not much,High,High,1,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Disagree,Neutral,Somewhat important,Strongly agree,Somewhat agree,4,4,2,3,0,Neither agree or disagree,8,No,Korean,15
4049,Korean,TX,College or Higher,Female,College degree or Bachelor's degree,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buddhist,NA,NA,NA,Married,NA,Working full-time,NA,NA,NA,38,NA,"$70,000 and over",Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",1,Well,Not much,Low,Very high,1,Good,Good,0,Yes,0,Very much,One-family house,Agree,Neutral,Somewhat important,Strongly agree,Somewhat agree,3,4,3,2,0,Agree,8,No,Korean,12
4050,Korean,TX,College or Higher,Female,College degree or Bachelor's degree,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Unemployed,NA,NA,NA,44,NA,"$70,000 and over",0,0,0,NA,0,0,0,0,Business owner,"$70,000 and over",1,Not well,Not much,High,High,0,Very Good,Very Good,0,0,0,Pretty much,One-family house,Disagree,Neutral,Very important,Somewhat agree,Somewhat agree,2,3,3,3,0,Agree,7,Yes,Korean,10
4051,Korean,TX,HS Graduate,Female,High school degree / GED,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catholic,NA,NA,NA,Married,NA,Working full-time,NA,NA,NA,56,NA,"less than $50,000",Employed full time,0,0,0,0,0,0,0,Service worker,"$40,000 - $49,999",1,Well,Not much,High,High,0,Very Good,Very Good,0,0,0,Very much,One-family house,Neutral,Neutral,Very important,Somewhat agree,Somewhat agree,3,3,3,3,0,Agree,10,Yes,Korean,10
4052,Korean,TX,College or Higher,Female,College degree or Bachelor's degree,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catholic,NA,NA,NA,Married,NA,Homemaker,NA,NA,NA,46,NA,"$70,000 and over",0,0,0,0,0,Full time homemaker,0,0,NA,"$70,000 and over",0,Not well,Not much,Low,High,NA,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Neutral,Very important,Somewhat agree,Somewhat agree,1,2,2,2,0,Agree,9,No,Korean,15
4053,Korean,TX,HS Graduate,Female,High school degree / GED,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Unemployed,NA,NA,NA,55,NA,"less than $50,000",0,0,NA,0,0,0,0,0,Service worker,"$40,000 - $49,999",1,Not well,Not much,Low,High,0,Very Good,Very Good,0,0,0,Pretty much,One-family house,Neutral,Neutral,Very important,Strongly agree,Somewhat agree,5,5,5,5,0,Strongly agree,10,No,Korean,25
4054,Korean,TX,College or Higher,Male,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Unemployed,NA,NA,NA,60,NA,"$70,000 and over",0,0,0,NA,0,0,0,0,Business owner,"$70,000 and over",1,Well,Not much,High,High,0,Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Neutral,Very important,Strongly agree,Somewhat disagree,5,5,3,4,0,Agree,8,No,Korean,30
4055,Korean,TX,College or Higher,Male,College degree or Bachelor's degree,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catholic,NA,NA,NA,Married,NA,Working full-time,NA,NA,NA,49,NA,"$70,000 and over",Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",0,Very well,Not at all,High,High,1,Excellent,Excellent,0,Yes,0,Pretty much,One-family house,Neutral,Neutral,Very important,Strongly agree,Strongly agree,2,2,2,2,0,Agree,8,No,Korean,15
4056,Korean,TX,College or Higher,Female,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Homemaker,NA,NA,NA,46,NA,"less than $70,000",0,0,0,0,0,Full time homemaker,0,0,NA,"$50,000 - $59,999",1,Not well,Much,Low,High,0,Good,Good,0,Yes,0,Very much,One-family house,Neutral,Neutral,Very important,Strongly agree,Strongly agree,2,3,3,2,0,Strongly agree,9,No,Korean,20
4057,Korean,TX,College or Higher,Female,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Unemployed,NA,NA,NA,40,NA,"less than $20,000",0,0,NA,0,0,0,0,0,Business owner,"$10,000 - $19,999",0,Well,Not much,Low,High,1,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Very important,Strongly agree,Strongly agree,2,3,3,2,0,Slightly agree,5,No,Korean,10
4058,Korean,TX,College or Higher,Female,College degree or Bachelor's degree,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Single,NA,Working full-time,NA,NA,NA,27,NA,"less than $50,000",Employed full time,0,0,0,0,0,0,0,Professional,"$30,000 - $39,999",1,Very well,Not at all,High,High,0,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Agree,Agree,Very important,Somewhat disagree,Somewhat agree,2,5,2,1,Yes,Slightly agree,6,No,English,24
4059,Korean,TX,College or Higher,Female,College degree or Bachelor's degree,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catholic,NA,NA,NA,Married,NA,Retired,NA,NA,NA,72,NA,"less than $20,000",0,0,0,0,0,0,0,Retired,NA,"$10,000 - $19,999",1,Well,Not much,High,High,0,Good,Good,Yes,Yes,0,Pretty much,One-family house,Disagree,Agree,Very important,Somewhat agree,Somewhat agree,2,3,2,2,Yes,Slightly agree,7,No,Korean,45
4060,Korean,TX,College or Higher,Female,College degree or Bachelor's degree,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Unemployed,NA,NA,NA,48,NA,"$70,000 and over",0,0,NA,0,0,0,0,0,Business owner,"$70,000 and over",1,Not well,Not much,Low,High,0,Excellent,Excellent,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Very important,Strongly agree,Somewhat disagree,3,3,2,2,0,Slightly agree,8,No,Korean,10
4061,Korean,TX,College or Higher,Male,Graduate or Professional degree ,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Working full-time,NA,NA,NA,50,NA,"less than $70,000",Employed full time,0,0,0,0,0,0,0,Other,"$50,000 - $59,999",1,Not well,Not much,High,Very high,0,Good,Good,0,Yes,Yes,Very much,One-family house,Agree,Agree,Very important,Strongly agree,Strongly agree,1,4,3,2,0,Agree,8,No,Korean,20
4062,Korean,TX,HS Graduate,Female,High school degree / GED,No,ASIAN AMERICAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protestant,NA,NA,NA,Married,NA,Homemaker,NA,NA,NA,42,NA,"less than $70,000",0,0,0,0,0,Full time homemaker,0,0,NA,"$60,000 - $69,999",1,Not well,Much,High,High,0,Very Good,Excellent,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Very important,Strongly agree,Strongly agree,3,4,3,3,0,Slightly agree,8,No,Korean,10
